centroid-0,centroid-1,area,perimeter,area_bbox,area_convex,axis_major_length,axis_minor_length,eccentricity,extent,solidity
5411.797619047619,10222.011904761905,84,40.18376618407357,153,112,17.625009440338523,7.479274102089794,0.9054955534580222,0.5490196078431373,0.75
5435.3884892086335,10154.856115107914,278,75.29646455628166,462,331,20.996805547136958,18.60802603111141,0.46324302861801553,0.6017316017316018,0.8398791540785498
5489.383597883598,10132.431216931216,378,82.95331880577405,600,424,24.529998783130967,20.528916341036194,0.5473707534523111,0.63,0.8915094339622641
5493.222222222223,10148.777777777777,45,23.213203435596427,81,45,8.12251861444314,7.302967433402214,0.4377405241316663,0.5555555555555556,1.0
5398.115044247787,10390.663716814159,565,99.19595949289334,837,611,30.73268086476415,23.652381787147643,0.6385062782869394,0.6750298685782556,0.9247135842880524
5486.991181657849,10380.178130511464,567,99.78174593052023,810,610,30.876504449207992,23.728815886579174,0.6398411429417481,0.7,0.9295081967213115
5478.772727272727,10450.227272727272,44,23.213203435596427,81,44,8.944271909999157,6.479465338620166,0.6893523130955956,0.5432098765432098,1.0
5481.0,10443.0,25,16.970562748477143,49,25,5.768882040742383,5.768882040742383,0.0,0.5102040816326531,1.0
5493.277777777777,10490.722222222223,36,20.384776310850235,64,36,7.302967433402215,6.478835438717,0.4614791034954489,0.5625,1.0
5387.29213483146,10741.228464419475,267,67.9827560572969,399,290,21.505909984893627,16.2457511120076,0.6552539381817247,0.6691729323308271,0.9206896551724137
5436.665454545455,10709.74909090909,275,66.08326112068524,361,290,20.017724264248923,17.770608231948408,0.46033808891181294,0.7617728531855956,0.9482758620689655
5466.004504504504,10892.072072072073,222,74.71067811865476,480,275,24.089396732237002,13.815237006073936,0.8192064908202071,0.4625,0.8072727272727273
5479.864055299539,10976.832565284178,1302,148.55129855222071,1848,1376,43.155351556441175,38.81958887226444,0.4368563447739115,0.7045454545454546,0.9462209302325582
5472.9942140790745,9656.935390549663,1037,155.52186130069785,1692,1120,47.292768985947205,28.476347642327333,0.7983988155956541,0.6128841607565012,0.9258928571428572
5391.37369519833,9938.913361169103,958,138.65180361560903,1312,1074,41.35924443470357,30.36826809747062,0.6788728261503314,0.7301829268292683,0.8919925512104283
5406.19298245614,9977.307017543859,114,41.941125496954285,168,123,13.049537117070674,11.539038463817874,0.46701598902288,0.6785714285714286,0.926829268292683
5439.736200716846,9925.704659498208,1395,238.7178207935912,2090,1657,55.53554249817101,35.51967272407252,0.7687207912169197,0.6674641148325359,0.8418829209414604
5487.277777777777,9975.277777777777,36,20.384776310850235,64,36,7.302967433402215,6.478835438717,0.4614791034954488,0.5625,1.0
