,Slide ID,Object ID,Object Group,Surface,Perimeter,Convex hull surface,Convex hull perimeter,Circularity,Form factor,Convexity,Roughness,Density,Load,Proximity,centroid-0,centroid-1
0,wsi_008_stratifiad,1,Neuritic plaques,26097.0,720.0,26722.0,591.4722325161766,0.632609131795778,1694.7761527083153,0.9766110321083751,1.2173014393880413,1.1029633117190895e-06,0.026057104890320693,660.2016976319665,62004.593765566926,21448.203337548377
1,wsi_008_stratifiad,2,Neuritic plaques,13136.0,528.0,13848.0,423.75899634219445,0.5921137668955969,581.3583670646727,0.9485846331600231,1.245991246339532,1.1029633117190895e-06,0.026057104890320693,265.22757129129485,61203.149817295984,21784.060901339828
2,wsi_008_stratifiad,3,Neuritic plaques,14688.0,560.0,15464.0,446.6354579350924,0.5885677665296796,625.337961803484,0.9498189342990171,1.2538189479828141,1.1029633117190895e-06,0.026057104890320693,267.9865462262422,60935.163398692814,21784.322440087148
3,wsi_008_stratifiad,4,Neuritic plaques,26087.0,776.0,26628.0,597.3408432446749,0.5443905273820074,2029.5401845046758,0.9796830404085924,1.2990908101727525,1.1029633117190895e-06,0.026057104890320693,265.22757129129485,61464.68583969027,21828.158220569632
4,wsi_008_stratifiad,5,Neuritic plaques,68386.0,1168.0,69570.5,949.4507170561614,0.6299286780129703,3668.17952982748,0.9829741054038709,1.2301849680217907,1.1029633117190895e-06,0.026057104890320693,270.10697192419826,61895.532155704386,22160.488301699177
5,wsi_008_stratifiad,6,Neuritic plaques,29124.0,770.0,29564.5,624.817736466529,0.617276063033558,1936.2625799818034,0.9851003737590691,1.2323593826809496,1.1029633117190895e-06,0.026057104890320693,722.6095380515179,64936.106372751,20902.584088724077
6,wsi_008_stratifiad,7,Neuritic plaques,26184.0,766.0,26798.0,595.3319490020392,0.5607745777910759,2012.1142203827985,0.9770878423762968,1.286677124054997,1.1029633117190895e-06,0.026057104890320693,678.3309367494334,65644.24037580202,21046.49648640391
7,wsi_008_stratifiad,8,Neuritic plaques,21368.0,778.0,22646.0,603.1353904109172,0.443623501178995,1961.0866566726386,0.9435661927051134,1.2899259641685876,1.1029633117190895e-06,0.026057104890320693,524.6686142464162,63682.00622426058,21372.726272931486
8,wsi_008_stratifiad,9,Neuritic plaques,13282.0,554.0,13947.5,453.3825601097957,0.5438182906721009,1144.7237330182813,0.9522853557985302,1.2219261364306508,1.1029633117190895e-06,0.026057104890320693,282.3403778628075,64197.510540581236,21470.360563168197
9,wsi_008_stratifiad,10,Neuritic plaques,23690.0,748.0,25004.5,580.9397519233589,0.5320736220905816,1805.6711266461143,0.9474294626967146,1.2875689734151308,1.1029633117190895e-06,0.026057104890320693,282.3403778628075,64398.1325453778,21669.023343182776
10,wsi_008_stratifiad,11,Neuritic plaques,24937.0,744.0,26036.0,606.6658874209604,0.566119609221938,1800.0986784089528,0.9577892149331695,1.2263752016169398,1.1029633117190895e-06,0.026057104890320693,805.8797886199933,65305.02776998035,21777.507458796168
11,wsi_008_stratifiad,12,Neuritic plaques,18432.0,616.0,19160.0,499.2128956893011,0.61040896220871,715.0517083834803,0.9620041753653444,1.2339424828948822,1.1029633117190895e-06,0.026057104890320693,611.327823179096,62549.19097222222,21869.805555555555
12,wsi_008_stratifiad,13,Neuritic plaques,26000.0,784.0,27592.0,607.9634298200174,0.5315585237487936,1035.512536372047,0.9423021165555233,1.289551248554698,1.1029633117190895e-06,0.026057104890320693,348.8839091902171,66863.67630769231,20894.01723076923
13,wsi_008_stratifiad,14,Neuritic plaques,19360.0,672.0,20584.0,516.6639523018752,0.5387368354370252,812.4075124339605,0.9405363389040031,1.3006519944077024,1.1029633117190895e-06,0.026057104890320693,358.75570038409955,66531.30247933885,21029.047933884296
14,wsi_008_stratifiad,15,Neuritic plaques,25154.0,714.0,25645.0,574.9779573881005,0.6200411271049413,1742.6061093244095,0.9808539676350165,1.2417867343009497,1.1029633117190895e-06,0.026057104890320693,762.3852480312285,68332.03601812833,21132.980917547906
