,Slide ID,Object ID,Object Group,Surface,Perimeter,Convex hull surface,Convex hull perimeter,Circularity,Form factor,Convexity,Roughness,Density,Load,Proximity,centroid-0,centroid-1
0,wsi_002_stratifiad,1,Neuritic plaques,6647316480.0,326144.0,6647316480.0,326144.0,0.7853033200013128,148506.82497447717,1.0,1.0,1.4108881742731065e-07,13.805986603102225,18779.568849650816,41216.0,40320.0
1,wsi_002_stratifiad,2,Neuritic plaques,1241728.0,12453.13098272994,2364544.0,12219.125385744746,0.10061882145531525,10201.16373389816,0.5251448059329833,1.0191507648541025,1.4108881742731065e-07,13.805986603102225,4543.2006321259305,74478.60924990551,10413.501322887674
2,wsi_002_stratifiad,3,Neuritic plaques,2791696.0,22776.412678408546,6800400.0,22553.57889705754,0.06762500998188622,22967.361908400475,0.41051938121286985,1.0098801960597072,1.4108881742731065e-07,13.805986603102225,2011.5209702169823,72257.45119334865,14953.973162311848
3,wsi_002_stratifiad,4,Neuritic plaques,874415.0,11660.846393507967,1281265.5,11626.51396662074,0.0808104107174132,10014.419877188831,0.6824619877769283,1.0029529424714747,1.4108881742731065e-07,13.805986603102225,2570.2354844142274,70727.61917758349,19997.306200526447
4,wsi_002_stratifiad,5,Neuritic plaques,25950.0,732.0,26543.5,589.9366233733099,0.6085903532552116,1786.338996181967,0.9776404769529263,1.2408112515787868,1.4108881742731065e-07,13.805986603102225,5269.886009341225,54487.31175337187,9305.010327552987
5,wsi_002_stratifiad,6,Neuritic plaques,19452.0,664.0,20584.0,522.7208854976304,0.5544188225579607,789.6215016391986,0.9450058297706957,1.2702763911334283,1.4108881742731065e-07,13.805986603102225,241.7555000568016,62262.357084104464,11976.075262183836
6,wsi_002_stratifiad,7,Neuritic plaques,20012.0,670.0,20715.0,525.5746161522004,0.5602098657486205,1576.0893911442295,0.9660632391986483,1.2747952039715245,1.4108881742731065e-07,13.805986603102225,241.7555000568016,62298.27318608835,12215.147961223265
7,wsi_002_stratifiad,8,Neuritic plaques,5664.0,360.0,6160.0,287.31806782431914,0.5491969379608824,315.8095172501965,0.9194805194805195,1.252966799916399,1.4108881742731065e-07,13.805986603102225,1476.1116169309632,64225.774011299436,10288.621468926554
8,wsi_002_stratifiad,9,Neuritic plaques,3390.0,268.0,3500.5,213.29252426767414,0.5931164566534528,404.7978562639797,0.9684330809884302,1.2564903571757162,1.4108881742731065e-07,13.805986603102225,1008.4406775550212,65867.78702064896,10624.804719764012
9,wsi_002_stratifiad,10,Neuritic plaques,21496.0,700.0,22186.0,557.772240614686,0.5512789851556424,1601.5741191324898,0.9688993058685658,1.254992538224157,1.4108881742731065e-07,13.805986603102225,1008.4406775550212,66736.78768142911,11136.459341272795
10,wsi_002_stratifiad,11,Neuritic plaques,16273.0,596.0,16646.0,468.27426396106983,0.5756850733285291,1341.0505665083124,0.9775922143457888,1.2727583936783438,1.4108881742731065e-07,13.805986603102225,1458.2252421389583,64820.582467891596,11639.58719965587
11,wsi_002_stratifiad,12,Neuritic plaques,28544.0,880.0,31118.0,667.3350855062921,0.4631901895871232,1127.7177274428489,0.9172826017096214,1.318677856316162,1.4108881742731065e-07,13.805986603102225,1332.3475830263023,67304.62037556054,12341.746076233183
12,wsi_002_stratifiad,13,Neuritic plaques,19968.0,640.0,20968.0,521.2913848086904,0.6126105674500096,737.9577846513965,0.9523082792827166,1.2277202705639854,1.4108881742731065e-07,13.805986603102225,1041.0680016986112,68714.52564102564,11222.451923076924
