,Slide ID,Object ID,Object Group,Surface,Perimeter,Convex hull surface,Convex hull perimeter,Circularity,Form factor,Convexity,Roughness,Density,Load,Proximity,centroid-0,centroid-1
0,wsi_006_stratifiad,1,Neuritic plaques,56563.0,1152.0,57464.5,900.8745949106951,0.535596020402318,3717.8061000837224,0.9843120535287003,1.2787573392656268,6.121037808961651e-07,0.016004125552773255,540.8017270388056,53650.2781235083,3319.308125453035
1,wsi_006_stratifiad,2,Neuritic plaques,43502.0,996.0,44438.5,766.3580539693186,0.5510619329384332,2968.4657385570927,0.9789259313433172,1.2996535951325374,6.121037808961651e-07,0.016004125552773255,388.79408892136104,52545.644797940324,3652.858075490782
2,wsi_006_stratifiad,3,Neuritic plaques,55260.0,1038.0,55885.0,853.3309555568765,0.6445046240449507,3004.756899046605,0.988816319226984,1.2164096394728938,6.121037808961651e-07,0.016004125552773255,443.89666610417385,53058.05340209917,3669.4590300398118
3,wsi_006_stratifiad,4,Neuritic plaques,23503.0,708.0,23723.5,565.6161416907765,0.5892053060847849,1771.9507544803491,0.9907054186776825,1.2517323106861844,6.121037808961651e-07,0.016004125552773255,462.1595198128399,53879.51489171595,3809.121367485002
4,wsi_006_stratifiad,5,Neuritic plaques,40336.0,1088.0,45992.0,801.1447724517576,0.42819826339207767,1462.4757117238328,0.8770220907983998,1.3580566676736519,6.121037808961651e-07,0.016004125552773255,388.79408892136104,52452.18167393891,4030.2510908369695
5,wsi_006_stratifiad,6,Neuritic plaques,16432.0,632.0,17896.0,490.2111475965353,0.5169709429957887,703.7762357658278,0.9181940098345999,1.289240367336899,6.121037808961651e-07,0.016004125552773255,381.56429483484374,53263.58519961052,4062.906523855891
6,wsi_006_stratifiad,7,Neuritic plaques,22336.0,688.0,22585.0,546.0926282415381,0.5929777372108371,1715.2287338007645,0.9889749833960594,1.2598595264239603,6.121037808961651e-07,0.016004125552773255,307.7519026169401,54075.38386461318,4227.722331661891
7,wsi_006_stratifiad,8,Neuritic plaques,20176.0,768.0,22648.0,559.8274855913537,0.4298555052275097,904.3555575327142,0.8908512892970681,1.371851185885864,6.121037808961651e-07,0.016004125552773255,381.56429483484374,53085.38144329897,4400.300555114988
8,wsi_006_stratifiad,9,Neuritic plaques,16880.0,648.0,18200.0,492.39694444675365,0.5051638850079609,764.721778626272,0.9274725274725275,1.3160114158061613,6.121037808961651e-07,0.016004125552773255,307.7519026169401,53843.24739336493,4429.771563981043
9,wsi_006_stratifiad,10,Neuritic plaques,92887.0,1490.0,94684.5,1137.2818902268255,0.5257657165244721,5495.509513022014,0.9810159001737349,1.3101413227487748,6.121037808961651e-07,0.016004125552773255,500.92106037640343,54508.66408108777,4479.098867441085
10,wsi_006_stratifiad,11,Neuritic plaques,87587.0,1504.0,93507.5,1141.9134657160837,0.48657953922513225,4432.630004741004,0.9366842231906531,1.3170875422305797,6.121037808961651e-07,0.016004125552773255,702.5684496183061,53199.17430098074,5304.617015082147
11,wsi_006_stratifiad,12,Neuritic plaques,10455.0,486.0,10728.0,377.8082017344039,0.5562389065569491,1006.3341281698688,0.9745525727069351,1.2863669919523189,6.121037808961651e-07,0.016004125552773255,1477.1314412078452,51665.97288378766,5280.768197034911
12,wsi_006_stratifiad,13,Neuritic plaques,18944.0,656.0,20176.0,521.5610564636934,0.553189426212123,772.7279174206806,0.9389373513084853,1.2577626183362582,6.121037808961651e-07,0.016004125552773255,437.9971119032083,53287.04391891892,6001.668918918919
13,wsi_006_stratifiad,14,Neuritic plaques,43123.0,962.0,43690.5,760.4920740703933,0.5855563383662443,2819.1265739625023,0.9870109062610865,1.2649704484769615,6.121037808961651e-07,0.016004125552773255,199.48136121964205,53519.428877861,6372.935266563087
14,wsi_006_stratifiad,15,Neuritic plaques,33744.0,976.0,37144.0,713.9854647197785,0.445150423704708,1361.9862320237871,0.9084643549429249,1.3669746069453328,6.121037808961651e-07,0.016004125552773255,199.48136121964205,53448.78615457563,6559.4893314367
15,wsi_006_stratifiad,16,Neuritic plaques,10112.0,480.0,10792.0,378.0763220069644,0.5515240436302081,488.594216548007,0.9369903632320237,1.269584927857921,6.121037808961651e-07,0.016004125552773255,374.2152273785096,58265.86075949367,3013.2025316455697
16,wsi_006_stratifiad,17,Neuritic plaques,66784.0,1200.0,68149.5,947.4019913223466,0.5828003438259465,3895.821005004984,0.9799631692088717,1.26662178356316,6.121037808961651e-07,0.016004125552773255,501.86723127000334,57584.657597628175,3284.7609756827983
